ID,dep,sexe,date,Hospitalisation,Reanimation,HospConv,Radio,Deces,code_region,incid_reanimation
20911,55,1,082021,4,0,4.0,696,213,44,6
20912,55,2,082021,5,0,4.0,714,167,44,6
20913,57,0,082021,107,24,67.0,7732,2422,44,6
20914,57,1,082021,53,13,32.0,3883,1354,44,6
20915,57,2,082021,53,11,34.0,3803,1049,44,6
20916,67,0,082021,95,21,52.0,7473,1755,44,6
20917,67,1,082021,49,11,26.0,3835,980,44,6
20918,67,2,082021,46,10,26.0,3622,768,44,6
20919,68,0,082021,76,16,50.0,6325,1532,44,6
20920,68,1,082021,41,12,23.0,3252,870,44,6
20921,68,2,082021,35,4,27.0,3062,659,44,6
20922,88,0,082021,34,2,15.0,2968,864,44,6
20923,88,1,082021,14,2,5.0,1419,474,44,6
20924,88,2,082021,20,0,10.0,1537,388,44,6
20925,8,0,082021,5,0,4.0,1201,374,44,7
20926,8,1,082021,3,0,3.0,616,219,44,7
20927,8,2,082021,2,0,1.0,574,154,44,7
20928,10,0,082021,18,2,9.0,1992,445,44,7
20929,10,1,082021,13,1,7.0,1030,266,44,7
20930,10,2,082021,5,1,2.0,951,176,44,7
20931,51,0,082021,53,2,31.0,3683,918,44,7
20932,51,1,082021,22,2,15.0,1840,512,44,7
20933,51,2,082021,27,0,14.0,1797,395,44,7
20934,52,0,082021,16,2,10.0,1396,375,44,7
20935,52,1,082021,6,0,5.0,672,191,44,7
20936,52,2,082021,10,2,5.0,713,179,44,7
20937,54,0,082021,92,10,49.0,4781,1218,44,7
20938,54,1,082021,47,7,27.0,2372,699,44,7
20939,54,2,082021,44,3,21.0,2378,512,44,7
20940,55,0,082021,8,1,6.0,1416,380,44,7
20941,55,1,082021,4,1,3.0,697,213,44,7
20942,55,2,082021,4,0,3.0,715,167,44,7
20943,57,0,082021,98,21,66.0,7755,2422,44,7
20944,57,1,082021,44,11,27.0,3896,1354,44,7
20945,57,2,082021,53,10,38.0,3812,1049,44,7
20946,67,0,082021,87,19,50.0,7483,1756,44,7
20947,67,1,082021,46,9,28.0,3840,981,44,7
20948,67,2,082021,41,10,22.0,3627,768,44,7
20949,68,0,082021,78,16,52.0,6329,1532,44,7
20950,68,1,082021,42,11,25.0,3254,870,44,7
20951,68,2,082021,36,5,27.0,3064,659,44,7
20952,88,0,082021,31,2,12.0,2972,864,44,7
20953,88,1,082021,14,2,5.0,1420,474,44,7
20954,88,2,082021,17,0,7.0,1540,388,44,7
20955,8,0,082021,4,0,3.0,1203,374,44,4
20956,8,1,082021,2,0,2.0,617,219,44,4
20957,8,2,082021,2,0,1.0,575,154,44,4
20958,10,0,082021,19,2,10.0,1994,445,44,4
20959,10,1,082021,13,1,7.0,1032,266,44,4
20960,10,2,082021,6,1,3.0,951,176,44,4
20961,51,0,082021,54,2,32.0,3684,918,44,4
20962,51,1,082021,22,2,15.0,1841,512,44,4
20963,51,2,082021,28,0,15.0,1797,395,44,4
20964,52,0,082021,17,2,11.0,1397,375,44,4
20965,52,1,082021,7,0,6.0,673,191,44,4
20966,52,2,082021,10,2,5.0,713,179,44,4
20967,54,0,082021,86,10,45.0,4788,1219,44,4
20968,54,1,082021,42,7,24.0,2378,699,44,4
20969,54,2,082021,43,3,20.0,2379,513,44,4
20970,55,0,082021,9,0,8.0,1415,380,44,4
20971,55,1,082021,3,0,3.0,697,213,44,4
20972,55,2,082021,6,0,5.0,714,167,44,4
20973,57,0,082021,92,21,60.0,7765,2422,44,4
20974,57,1,082021,42,11,25.0,3900,1354,44,4
20975,57,2,082021,49,10,34.0,3818,1049,44,4
20976,67,0,082021,90,21,51.0,7488,1756,44,4
20977,67,1,082021,47,11,27.0,3844,981,44,4
20978,67,2,082021,43,10,24.0,3628,768,44,4
20979,68,0,082021,72,14,49.0,6338,1532,44,4
20980,68,1,082021,41,10,25.0,3256,870,44,4
20981,68,2,082021,31,4,24.0,3071,659,44,4
20982,88,0,082021,31,3,13.0,2977,865,44,4
20983,88,1,082021,12,3,4.0,1425,474,44,4
20984,88,2,082021,19,0,9.0,1540,389,44,4
20985,8,0,082021,6,0,5.0,1203,374,44,6
20986,8,1,082021,3,0,3.0,617,219,44,6
20987,8,2,082021,3,0,2.0,575,154,44,6
20988,10,0,082021,21,2,12.0,1994,445,44,6
20989,10,1,082021,14,1,8.0,1032,266,44,6
20990,10,2,082021,6,1,3.0,951,176,44,6
20991,51,0,082021,55,2,33.0,3684,918,44,6
20992,51,1,082021,23,2,16.0,1841,512,44,6
20993,51,2,082021,28,0,15.0,1797,395,44,6
20994,52,0,082021,17,2,11.0,1397,375,44,6
20995,52,1,082021,7,0,6.0,673,191,44,6
20996,52,2,082021,10,2,5.0,713,179,44,6
20997,54,0,082021,94,14,49.0,4790,1219,44,6
20998,54,1,082021,49,10,28.0,2379,699,44,6
20999,54,2,082021,44,4,20.0,2380,513,44,6
21000,55,0,082021,10,0,9.0,1415,380,44,6
21001,55,1,082021,3,0,3.0,697,213,44,6
21002,55,2,082021,7,0,6.0,714,167,44,6
21003,57,0,082021,87,21,56.0,7774,2423,44,6
21004,57,1,082021,41,10,26.0,3903,1355,44,6
21005,57,2,082021,46,11,30.0,3823,1049,44,6
21006,67,0,082021,93,20,55.0,7490,1756,44,6
21007,67,1,082021,49,10,30.0,3844,981,44,6
21008,67,2,082021,44,10,25.0,3630,768,44,6
21009,68,0,082021,76,15,51.0,6347,1532,44,6
21010,68,1,082021,43,10,26.0,3259,870,44,6
21011,68,2,082021,33,5,25.0,3077,659,44,6
21012,88,0,082021,33,2,16.0,2976,866,44,6
21013,88,1,082021,12,2,5.0,1425,475,44,6
21014,88,2,082021,21,0,11.0,1539,389,44,6
21015,8,0,082021,9,0,8.0,1204,374,44,7
21016,8,1,082021,3,0,3.0,618,219,44,7
21017,8,2,082021,6,0,5.0,575,154,44,7
21018,10,0,082021,20,2,11.0,1996,445,44,7
21019,10,1,082021,12,1,6.0,1034,266,44,7
21020,10,2,082021,7,1,4.0,951,176,44,7
21021,51,0,082021,51,4,27.0,3692,918,44,7
21022,51,1,082021,22,3,14.0,1845,512,44,7
21023,51,2,082021,26,1,12.0,1800,395,44,7
21024,52,0,082021,17,2,11.0,1397,375,44,7
21025,52,1,082021,7,0,6.0,673,191,44,7
21026,52,2,082021,10,2,5.0,713,179,44,7
21027,54,0,082021,91,12,48.0,4793,1219,44,7
21028,54,1,082021,47,9,27.0,2381,699,44,7
21029,54,2,082021,43,3,20.0,2381,513,44,7
21030,55,0,082021,10,0,9.0,1415,380,44,7
21031,55,1,082021,3,0,3.0,697,213,44,7
21032,55,2,082021,7,0,6.0,714,167,44,7
21033,57,0,082021,87,21,55.0,7780,2424,44,7
21034,57,1,082021,42,9,27.0,3906,1356,44,7
21035,57,2,082021,45,12,28.0,3826,1049,44,7
21036,67,0,082021,91,18,55.0,7494,1756,44,7
21037,67,1,082021,47,9,29.0,3848,981,44,7
21038,67,2,082021,44,9,26.0,3630,768,44,7
21039,68,0,082021,73,16,47.0,6349,1533,44,7
21040,68,1,082021,42,11,24.0,3260,870,44,7
21041,68,2,082021,31,5,23.0,3078,660,44,7
21042,88,0,082021,34,2,17.0,2976,866,44,7
21043,88,1,082021,12,2,5.0,1425,475,44,7
21044,88,2,082021,22,0,12.0,1539,389,44,7
21045,8,0,082021,8,0,7.0,1204,374,44,4
21046,8,1,082021,3,0,3.0,618,219,44,4
21047,8,2,082021,5,0,4.0,575,154,44,4
21048,10,0,082021,22,2,13.0,1997,445,44,4
21049,10,1,082021,14,1,8.0,1034,266,44,4
21050,10,2,082021,8,1,5.0,951,176,44,4
21051,51,0,082021,51,4,27.0,3692,918,44,4
21052,51,1,082021,22,3,14.0,1845,512,44,4
21053,51,2,082021,26,1,12.0,1800,395,44,4
21054,52,0,082021,17,2,11.0,1397,375,44,4
21055,52,1,082021,7,0,6.0,673,191,44,4
21056,52,2,082021,10,2,5.0,713,179,44,4
21057,54,0,082021,88,12,45.0,4795,1220,44,4
21058,54,1,082021,44,8,25.0,2383,700,44,4
21059,54,2,082021,43,4,19.0,2381,513,44,4
21060,55,0,082021,10,0,9.0,1415,380,44,4
21061,55,1,082021,3,0,3.0,697,213,44,4
21062,55,2,082021,7,0,6.0,714,167,44,4
21063,57,0,082021,89,21,57.0,7780,2424,44,4
21064,57,1,082021,43,9,28.0,3906,1356,44,4
21065,57,2,082021,46,12,29.0,3826,1049,44,4
21066,67,0,082021,95,18,59.0,7494,1758,44,4
21067,67,1,082021,49,9,31.0,3848,982,44,4
21068,67,2,082021,46,9,28.0,3630,769,44,4
21069,68,0,082021,82,16,56.0,6350,1534,44,4
21070,68,1,082021,46,12,27.0,3260,870,44,4
21071,68,2,082021,36,4,29.0,3079,661,44,4
21072,88,0,082021,34,2,17.0,2976,866,44,4
21073,88,1,082021,12,2,5.0,1425,475,44,4
21074,88,2,082021,22,0,12.0,1539,389,44,4
21075,8,0,082021,8,0,7.0,1204,374,44,7
21076,8,1,082021,3,0,3.0,618,219,44,7
21077,8,2,082021,5,0,4.0,575,154,44,7
21078,10,0,082021,26,3,16.0,1997,445,44,7
21079,10,1,082021,16,2,9.0,1034,266,44,7
21080,10,2,082021,10,1,7.0,951,176,44,7
21081,51,0,082021,53,8,25.0,3695,918,44,7
21082,51,1,082021,21,3,13.0,1847,512,44,7
21083,51,2,082021,29,5,11.0,1801,395,44,7
21084,52,0,082021,16,2,10.0,1402,375,44,7
21085,52,1,082021,9,0,8.0,675,191,44,7
21086,52,2,082021,7,2,2.0,716,179,44,7
21087,54,0,082021,91,13,47.0,4795,1221,44,7
21088,54,1,082021,45,9,25.0,2383,701,44,7
21089,54,2,082021,45,4,21.0,2381,513,44,7
21090,55,0,082021,8,0,7.0,1419,380,44,7
21091,55,1,082021,3,0,3.0,699,213,44,7
21092,55,2,082021,5,0,4.0,716,167,44,7
21093,57,0,082021,90,19,59.0,7781,2427,44,7
21094,57,1,082021,43,7,29.0,3906,1357,44,7
21095,57,2,082021,47,12,30.0,3827,1051,44,7
21096,67,0,082021,93,18,57.0,7497,1758,44,7
21097,67,1,082021,47,10,28.0,3850,982,44,7
21098,67,2,082021,46,8,29.0,3631,769,44,7
21099,68,0,082021,84,17,57.0,6353,1534,44,7
21100,68,1,082021,49,12,30.0,3260,870,44,7
21101,68,2,082021,35,5,27.0,3082,661,44,7
21102,88,0,082021,35,2,18.0,2978,866,44,7
21103,88,1,082021,12,2,5.0,1426,475,44,7
21104,88,2,082021,23,0,13.0,1540,389,44,7
21105,8,0,082021,7,0,6.0,1207,374,44,15
21106,8,1,082021,2,0,2.0,620,219,44,15
21107,8,2,082021,5,0,4.0,576,154,44,15
21108,10,0,082021,24,4,13.0,1999,445,44,15
21109,10,1,082021,17,3,9.0,1035,266,44,15
21110,10,2,082021,7,1,4.0,952,176,44,15
21111,51,0,082021,54,8,26.0,3695,918,44,15
21112,51,1,082021,22,3,14.0,1847,512,44,15
21113,51,2,082021,29,5,11.0,1801,395,44,15
21114,52,0,082021,15,2,9.0,1403,375,44,15
21115,52,1,082021,8,0,7.0,676,191,44,15
21116,52,2,082021,7,2,2.0,716,179,44,15
21117,54,0,082021,90,12,46.0,4798,1221,44,15
21118,54,1,082021,44,8,24.0,2385,701,44,15
21119,54,2,082021,45,4,21.0,2382,513,44,15
21120,55,0,082021,8,1,6.0,1419,380,44,15
21121,55,1,082021,3,1,2.0,699,213,44,15
21122,55,2,082021,5,0,4.0,716,167,44,15
21123,57,0,082021,102,24,66.0,7786,2428,44,15
21124,57,1,082021,48,10,31.0,3910,1358,44,15
21125,57,2,082021,54,14,35.0,3828,1051,44,15
21126,67,0,082021,92,16,58.0,7507,1759,44,15
21127,67,1,082021,47,8,30.0,3856,982,44,15
21128,67,2,082021,45,8,28.0,3635,770,44,15
21129,68,0,082021,84,21,53.0,6361,1534,44,15
21130,68,1,082021,44,13,24.0,3266,870,44,15
21131,68,2,082021,40,8,29.0,3084,661,44,15
21132,88,0,082021,35,3,17.0,2982,866,44,15
21133,88,1,082021,13,1,7.0,1426,475,44,15
21134,88,2,082021,22,2,10.0,1544,389,44,15
21135,8,0,082021,7,0,6.0,1207,374,44,10
21136,8,1,082021,2,0,2.0,620,219,44,10
21137,8,2,082021,5,0,4.0,576,154,44,10
21138,10,0,082021,23,3,13.0,2000,445,44,10
21139,10,1,082021,16,2,9.0,1035,266,44,10
21140,10,2,082021,7,1,4.0,953,176,44,10
21141,51,0,082021,52,8,24.0,3697,918,44,10
21142,51,1,082021,21,3,13.0,1848,512,44,10
21143,51,2,082021,28,5,10.0,1802,395,44,10
21144,52,0,082021,14,2,8.0,1404,375,44,10
21145,52,1,082021,7,0,6.0,677,191,44,10
21146,52,2,082021,7,2,2.0,716,179,44,10
21147,54,0,082021,89,13,44.0,4801,1221,44,10
21148,54,1,082021,45,9,24.0,2386,701,44,10
21149,54,2,082021,43,4,19.0,2384,513,44,10
21150,55,0,082021,9,2,6.0,1421,380,44,10
21151,55,1,082021,4,2,2.0,700,213,44,10
21152,55,2,082021,5,0,4.0,717,167,44,10
21153,57,0,082021,105,26,67.0,7793,2429,44,10
21154,57,1,082021,49,12,30.0,3912,1359,44,10
21155,57,2,082021,55,13,37.0,3833,1051,44,10
21156,67,0,082021,97,18,61.0,7511,1759,44,10
21157,67,1,082021,49,10,30.0,3859,982,44,10
21158,67,2,082021,48,8,31.0,3636,770,44,10
21159,68,0,082021,87,19,57.0,6367,1534,44,10
21160,68,1,082021,44,12,24.0,3269,870,44,10
21161,68,2,082021,43,7,33.0,3087,661,44,10
21162,88,0,082021,35,3,17.0,2983,866,44,10
21163,88,1,082021,14,1,8.0,1426,475,44,10
21164,88,2,082021,21,2,9.0,1545,389,44,10
21165,8,0,082021,7,0,6.0,1207,374,44,10
21166,8,1,082021,2,0,2.0,620,219,44,10
21167,8,2,082021,5,0,4.0,576,154,44,10
21168,10,0,082021,22,4,11.0,2002,445,44,10
21169,10,1,082021,15,3,7.0,1036,266,44,10
21170,10,2,082021,7,1,4.0,954,176,44,10
21171,51,0,082021,54,8,26.0,3698,918,44,10
21172,51,1,082021,21,3,13.0,1849,512,44,10
21173,51,2,082021,30,5,12.0,1802,395,44,10
21174,52,0,082021,14,2,8.0,1404,375,44,10
21175,52,1,082021,7,0,6.0,677,191,44,10
21176,52,2,082021,7,2,2.0,716,179,44,10
21177,54,0,082021,95,15,47.0,4803,1221,44,10
21178,54,1,082021,47,9,25.0,2387,701,44,10
21179,54,2,082021,47,6,21.0,2385,513,44,10
21180,55,0,082021,10,2,7.0,1421,380,44,10
21181,55,1,082021,4,2,2.0,700,213,44,10
21182,55,2,082021,6,0,5.0,717,167,44,10
21183,57,0,082021,100,23,65.0,7805,2430,44,10
21184,57,1,082021,49,12,30.0,3915,1360,44,10
21185,57,2,082021,49,10,34.0,3842,1051,44,10
21186,67,0,082021,87,17,52.0,7526,1760,44,10
21187,67,1,082021,46,10,27.0,3865,983,44,10
21188,67,2,082021,41,7,25.0,3645,770,44,10
21189,68,0,082021,88,21,56.0,6371,1534,44,10
21190,68,1,082021,47,14,25.0,3271,870,44,10
21191,68,2,082021,41,7,31.0,3089,661,44,10
21192,88,0,082021,32,5,12.0,2987,866,44,10
21193,88,1,082021,12,2,5.0,1428,475,44,10
21194,88,2,082021,20,3,7.0,1547,389,44,10
21195,8,0,082021,8,0,7.0,1208,374,44,5
21196,8,1,082021,3,0,3.0,620,219,44,5
21197,8,2,082021,5,0,4.0,577,154,44,5
21198,10,0,082021,18,3,8.0,2004,446,44,5
21199,10,1,082021,14,2,7.0,1036,266,44,5
21200,10,2,082021,4,1,1.0,956,177,44,5
21201,51,0,082021,55,9,26.0,3698,918,44,5
21202,51,1,082021,21,3,13.0,1849,512,44,5
21203,51,2,082021,31,6,12.0,1802,395,44,5
21204,52,0,082021,13,2,7.0,1406,375,44,5
21205,52,1,082021,7,0,6.0,678,191,44,5
21206,52,2,082021,6,2,1.0,717,179,44,5
21207,54,0,082021,95,15,47.0,4806,1221,44,5
21208,54,1,082021,46,8,25.0,2388,701,44,5
21209,54,2,082021,48,7,21.0,2387,513,44,5
21210,55,0,082021,9,2,6.0,1422,380,44,5
21211,55,1,082021,4,2,2.0,700,213,44,5
21212,55,2,082021,5,0,4.0,718,167,44,5
21213,57,0,082021,101,22,67.0,7810,2431,44,5
21214,57,1,082021,50,12,31.0,3918,1360,44,5
21215,57,2,082021,49,9,35.0,3844,1052,44,5
21216,67,0,082021,82,18,46.0,7538,1760,44,5
21217,67,1,082021,43,11,23.0,3871,983,44,5
21218,67,2,082021,39,7,23.0,3651,770,44,5
21219,68,0,082021,85,17,57.0,6379,1535,44,5
21220,68,1,082021,46,12,26.0,3275,871,44,5
21221,68,2,082021,39,5,31.0,3093,661,44,5
21222,88,0,082021,37,5,17.0,2987,866,44,5
21223,88,1,082021,15,2,8.0,1428,475,44,5
21224,88,2,082021,21,3,8.0,1547,389,44,5
21225,8,0,082021,8,0,7.0,1208,374,44,7
21226,8,1,082021,3,0,3.0,620,219,44,7
21227,8,2,082021,5,0,4.0,577,154,44,7
21228,10,0,082021,17,3,7.0,2005,446,44,7
21229,10,1,082021,13,2,6.0,1037,266,44,7
21230,10,2,082021,4,1,1.0,956,177,44,7
21231,51,0,082021,56,9,27.0,3700,918,44,7
21232,51,1,082021,22,3,14.0,1849,512,44,7
21233,51,2,082021,31,6,12.0,1804,395,44,7
21234,52,0,082021,12,2,6.0,1407,375,44,7
21235,52,1,082021,7,0,6.0,678,191,44,7
21236,52,2,082021,5,2,0.0,718,179,44,7
21237,54,0,082021,94,15,46.0,4809,1221,44,7
21238,54,1,082021,44,8,23.0,2390,701,44,7
21239,54,2,082021,49,7,22.0,2388,513,44,7
21240,55,0,082021,11,2,8.0,1422,380,44,7
21241,55,1,082021,5,2,3.0,700,213,44,7
21242,55,2,082021,6,0,5.0,718,167,44,7
21243,57,0,082021,99,23,64.0,7815,2431,44,7
21244,57,1,082021,48,13,28.0,3921,1360,44,7
21245,57,2,082021,49,9,35.0,3846,1052,44,7
21246,67,0,082021,83,22,43.0,7542,1760,44,7
21247,67,1,082021,46,15,22.0,3872,983,44,7
21248,67,2,082021,37,7,21.0,3654,770,44,7
21249,68,0,082021,82,17,55.0,6385,1535,44,7
21250,68,1,082021,45,12,26.0,3278,871,44,7
21251,68,2,082021,37,5,29.0,3096,661,44,7
21252,88,0,082021,34,4,15.0,2990,866,44,7
21253,88,1,082021,15,1,8.0,1428,475,44,7
21254,88,2,082021,18,3,6.0,1550,389,44,7
21255,8,0,082021,9,1,7.0,1208,376,44,5
21256,8,1,082021,2,1,1.0,620,221,44,5
21257,8,2,082021,7,0,6.0,577,154,44,5
21258,10,0,082021,17,3,7.0,2006,446,44,5
21259,10,1,082021,12,2,5.0,1038,266,44,5
21260,10,2,082021,5,1,2.0,956,177,44,5
21261,51,0,082021,55,9,26.0,3702,918,44,5
21262,51,1,082021,21,3,13.0,1850,512,44,5
21263,51,2,082021,31,6,12.0,1805,395,44,5
21264,52,0,082021,12,2,6.0,1407,375,44,5
21265,52,1,082021,7,0,6.0,678,191,44,5
21266,52,2,082021,5,2,0.0,718,179,44,5
21267,54,0,082021,96,16,47.0,4809,1221,44,5
21268,54,1,082021,45,9,23.0,2390,701,44,5
21269,54,2,082021,50,7,23.0,2388,513,44,5
21270,55,0,082021,11,2,8.0,1422,380,44,5
21271,55,1,082021,5,2,3.0,700,213,44,5
21272,55,2,082021,6,0,5.0,718,167,44,5
21273,57,0,082021,101,23,64.0,7817,2432,44,5
21274,57,1,082021,48,13,28.0,3922,1361,44,5
21275,57,2,082021,51,9,35.0,3847,1052,44,5
21276,67,0,082021,81,19,44.0,7543,1763,44,5
21277,67,1,082021,45,13,23.0,3872,986,44,5
21278,67,2,082021,36,6,21.0,3655,770,44,5
21279,68,0,082021,81,20,51.0,6390,1536,44,5
21280,68,1,082021,47,15,25.0,3280,871,44,5
21281,68,2,082021,34,5,26.0,3099,662,44,5
21282,88,0,082021,34,4,15.0,2990,866,44,5
21283,88,1,082021,15,1,8.0,1428,475,44,5
21284,88,2,082021,18,3,6.0,1550,389,44,5
21285,8,0,082021,9,1,7.0,1208,376,44,10
21286,8,1,082021,2,1,1.0,620,221,44,10
21287,8,2,082021,7,0,6.0,577,154,44,10
21288,10,0,082021,20,3,10.0,2005,446,44,10
21289,10,1,082021,13,2,6.0,1037,266,44,10
21290,10,2,082021,7,1,4.0,956,177,44,10
21291,51,0,082021,56,9,27.0,3702,918,44,10
21292,51,1,082021,22,3,14.0,1850,512,44,10
21293,51,2,082021,31,6,12.0,1805,395,44,10
21294,52,0,082021,13,3,6.0,1408,375,44,10
21295,52,1,082021,6,1,4.0,679,191,44,10
21296,52,2,082021,7,2,2.0,718,179,44,10
21297,54,0,082021,99,16,50.0,4810,1221,44,10
21298,54,1,082021,47,9,25.0,2390,701,44,10
21299,54,2,082021,51,7,24.0,2389,513,44,10
21300,55,0,082021,9,1,7.0,1425,381,44,10
21301,55,1,082021,4,1,3.0,701,214,44,10
21302,55,2,082021,5,0,4.0,720,167,44,10
21303,57,0,082021,101,23,63.0,7824,2433,44,10
21304,57,1,082021,50,13,29.0,3924,1361,44,10
21305,57,2,082021,49,9,33.0,3852,1053,44,10
21306,67,0,082021,77,22,38.0,7549,1765,44,10
21307,67,1,082021,45,16,20.0,3875,987,44,10
21308,67,2,082021,32,6,18.0,3658,771,44,10
21309,68,0,082021,88,22,56.0,6396,1536,44,10
21310,68,1,082021,51,15,29.0,3282,871,44,10
21311,68,2,082021,37,7,27.0,3103,662,44,10
21312,88,0,082021,35,3,17.0,2991,867,44,10
21313,88,1,082021,17,1,10.0,1428,475,44,10
21314,88,2,082021,18,2,7.0,1550,390,44,10
21315,8,0,082021,9,1,7.0,1208,376,44,13
21316,8,1,082021,2,1,1.0,620,221,44,13
21317,8,2,082021,7,0,6.0,577,154,44,13
21318,10,0,082021,22,4,11.0,2005,446,44,13
21319,10,1,082021,15,3,7.0,1037,266,44,13
21320,10,2,082021,7,1,4.0,956,177,44,13
21321,51,0,082021,57,9,28.0,3702,918,44,13
21322,51,1,082021,22,3,14.0,1850,512,44,13
21323,51,2,082021,32,6,13.0,1805,395,44,13
21324,52,0,082021,14,3,7.0,1408,375,44,13
21325,52,1,082021,7,1,5.0,679,191,44,13
21326,52,2,082021,7,2,2.0,718,179,44,13
21327,54,0,082021,95,15,47.0,4813,1223,44,13
21328,54,1,082021,47,8,26.0,2391,701,44,13
21329,54,2,082021,47,7,20.0,2391,515,44,13
21330,55,0,082021,10,2,7.0,1425,381,44,13
21331,55,1,082021,4,1,3.0,701,214,44,13
21332,55,2,082021,6,1,4.0,720,167,44,13
21333,57,0,082021,99,24,61.0,7833,2433,44,13
21334,57,1,082021,47,15,25.0,3930,1361,44,13
21335,57,2,082021,50,8,35.0,3855,1053,44,13
21336,67,0,082021,81,25,39.0,7551,1766,44,13
21337,67,1,082021,46,18,19.0,3877,987,44,13
21338,67,2,082021,35,7,20.0,3658,772,44,13
21339,68,0,082021,85,25,50.0,6407,1536,44,13
21340,68,1,082021,48,16,25.0,3288,871,44,13
21341,68,2,082021,37,9,25.0,3108,662,44,13
21342,88,0,082021,35,2,18.0,2992,869,44,13
21343,88,1,082021,18,1,11.0,1428,476,44,13
21344,88,2,082021,17,1,7.0,1551,391,44,13
28725,9,0,082021,22,7,15.0,441,82,76,16
28726,9,1,082021,12,4,8.0,207,50,76,16
28727,9,2,082021,10,3,7.0,230,32,76,16
28728,11,0,082021,53,9,35.0,1261,369,76,16
28729,11,1,082021,23,4,15.0,634,212,76,16
28730,11,2,082021,29,5,20.0,615,146,76,16
28731,12,0,082021,16,0,11.0,1072,235,76,16
28732,12,1,082021,7,0,5.0,545,134,76,16
28733,12,2,082021,9,0,6.0,511,99,76,16
28734,30,0,082021,86,14,37.0,3040,655,76,16
28735,30,1,082021,36,9,15.0,1580,380,76,16
28736,30,2,082021,48,4,22.0,1443,275,76,16
28737,31,0,082021,201,44,91.0,5451,822,76,16
28738,31,1,082021,97,26,45.0,2853,505,76,16
28739,31,2,082021,101,18,44.0,2563,312,76,16
28740,32,0,082021,7,2,3.0,476,102,76,16
28741,32,1,082021,5,2,1.0,231,57,76,16
28742,32,2,082021,2,0,2.0,243,45,76,16
28743,34,0,082021,170,45,83.0,4942,1003,76,16
28744,34,1,082021,85,26,42.0,2619,591,76,16
28745,34,2,082021,85,19,41.0,2308,409,76,16
28746,46,0,082021,5,0,3.0,416,100,76,16
28747,46,1,082021,3,0,2.0,205,61,76,16
28748,46,2,082021,2,0,1.0,210,39,76,16
28749,48,0,082021,1,0,0.0,452,119,76,16
28750,48,1,082021,0,0,0.0,242,70,76,16
28751,48,2,082021,1,0,0.0,205,49,76,16
28752,65,0,082021,16,4,9.0,991,210,76,16
28753,65,1,082021,7,3,4.0,483,106,76,16
28754,65,2,082021,9,1,5.0,503,104,76,16
28755,66,0,082021,94,13,50.0,1464,337,76,16
28756,66,1,082021,47,7,27.0,777,218,76,16
28757,66,2,082021,47,6,23.0,686,118,76,16
28758,81,0,082021,38,5,18.0,1450,382,76,16
28759,81,1,082021,23,4,12.0,727,228,76,16
28760,81,2,082021,15,1,6.0,718,153,76,16
28761,82,0,082021,14,5,6.0,935,226,76,16
28762,82,1,082021,7,3,3.0,491,116,76,16
28763,82,2,082021,7,2,3.0,430,102,76,16
28764,9,0,082021,23,8,15.0,442,83,76,18
28765,9,1,082021,13,5,8.0,207,51,76,18
28766,9,2,082021,10,3,7.0,231,32,76,18
28767,11,0,082021,60,9,42.0,1263,369,76,18
28768,11,1,082021,26,4,18.0,634,212,76,18
28769,11,2,082021,33,5,24.0,617,146,76,18
28770,12,0,082021,20,0,15.0,1072,235,76,18
28771,12,1,082021,9,0,7.0,545,134,76,18
28772,12,2,082021,11,0,8.0,511,99,76,18
28773,30,0,082021,84,14,35.0,3045,655,76,18
28774,30,1,082021,33,10,12.0,1584,380,76,18
28775,30,2,082021,49,3,23.0,1444,275,76,18
28776,31,0,082021,200,44,94.0,5457,822,76,18
28777,31,1,082021,95,26,46.0,2857,505,76,18
28778,31,2,082021,102,18,46.0,2565,312,76,18
28779,32,0,082021,11,3,6.0,476,102,76,18
28780,32,1,082021,7,2,3.0,231,57,76,18
28781,32,2,082021,4,1,3.0,243,45,76,18
28782,34,0,082021,185,47,97.0,4960,1005,76,18
28783,34,1,082021,95,26,53.0,2627,592,76,18
28784,34,2,082021,90,21,44.0,2318,410,76,18
28785,46,0,082021,5,0,3.0,416,100,76,18
28786,46,1,082021,3,0,2.0,205,61,76,18
28787,46,2,082021,2,0,1.0,210,39,76,18
28788,48,0,082021,1,0,0.0,452,119,76,18
28789,48,1,082021,0,0,0.0,242,70,76,18
28790,48,2,082021,1,0,0.0,205,49,76,18
28791,65,0,082021,20,5,12.0,991,210,76,18
28792,65,1,082021,10,3,7.0,483,106,76,18
28793,65,2,082021,10,2,5.0,503,104,76,18
28794,66,0,082021,100,14,55.0,1466,337,76,18
28795,66,1,082021,52,8,31.0,777,218,76,18
28796,66,2,082021,48,6,24.0,688,118,76,18
28797,81,0,082021,41,8,18.0,1450,382,76,18
28798,81,1,082021,24,6,11.0,727,228,76,18
28799,81,2,082021,17,2,7.0,718,153,76,18
28800,82,0,082021,16,5,8.0,935,226,76,18
28801,82,1,082021,9,3,5.0,491,116,76,18
28802,82,2,082021,7,2,3.0,430,102,76,18
28803,9,0,082021,25,7,18.0,443,83,76,30
28804,9,1,082021,15,5,10.0,207,51,76,30
28805,9,2,082021,10,2,8.0,232,32,76,30
28806,11,0,082021,63,10,44.0,1265,369,76,30
28807,11,1,082021,28,4,20.0,634,212,76,30
28808,11,2,082021,34,6,24.0,619,146,76,30
28809,12,0,082021,20,2,15.0,1076,235,76,30
